,Unnamed: 0,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration
11097,11097,47,72960,0.04,0.03,4251052367,5163,No,High School or below,Male,Yes,Married,22,3,3,33,Non-technology Related Job,197,IA,296,35,No,No,0.29,3479,1159
11098,11098,78,183861,0.02,0.0,4251047058,5164,Yes,High School or below,Female,Yes,Single,80,0,1,51,Non-technology Related Job,369,KS,493,50,No,No,0.74,2399,479
11099,11099,78,183861,0.02,0.0,4251047058,5164,Yes,High School or below,Female,Yes,Single,80,0,1,51,Non-technology Related Job,369,KS,493,50,No,No,0.74,1797,599
11100,11100,25,181890,0.04,0.01,4251049826,5165,Yes,High School or below,Male,Yes,Married,87,3,6,92,Non-technology Related Job,229,NC,497,160,No,Yes,0.96,7341,734
11101,11101,25,181890,0.04,0.01,4251049826,5165,Yes,High School or below,Male,Yes,Married,87,3,6,92,Non-technology Related Job,229,NC,497,160,No,Yes,0.96,2008,502
11102,11102,56,42790,0.03,0.02,4251027329,5166,Yes,High School or below,Female,No,Married,25,0,4,10,Non-technology Related Job,402,OH,194,175,No,No,0.41,4019,1004
11103,11103,56,42790,0.03,0.02,4251027329,5166,Yes,High School or below,Female,No,Married,25,0,4,10,Non-technology Related Job,402,OH,194,175,No,No,0.41,4795,599
11104,11104,56,42790,0.03,0.02,4251027329,5166,Yes,High School or below,Female,No,Married,25,0,4,10,Non-technology Related Job,402,OH,194,175,No,No,0.41,439,439
11105,11105,72,40819,0.05,0.03,4251025877,5167,Yes,Bachelor or equivalent,Female,Yes,Single,33,2,1,50,Non-technology Related Job,262,AK,197,35,No,No,0.62,3173,453
11106,11106,72,40819,0.05,0.03,4251025877,5167,Yes,Bachelor or equivalent,Female,Yes,Single,33,2,1,50,Non-technology Related Job,262,AK,197,35,No,No,0.62,3008,601
11107,11107,72,40819,0.05,0.03,4251025877,5167,Yes,Bachelor or equivalent,Female,Yes,Single,33,2,1,50,Non-technology Related Job,262,AK,197,35,No,No,0.62,1366,1366
11108,11108,34,151720,0.03,0.0,4251013204,5168,Yes,Bachelor or equivalent,Male,Yes,Single,91,0,7,69,Non-technology Related Job,434,AR,394,50,No,No,0.08,5838,834
11109,11109,34,151720,0.03,0.0,4251013204,5168,Yes,Bachelor or equivalent,Male,Yes,Single,91,0,7,69,Non-technology Related Job,434,AR,394,50,No,No,0.08,3527,587
11110,11110,50,149749,0.05,0.01,4251041597,5169,Yes,Master or equivalent,Male,Yes,Single,98,2,5,9,Non-technology Related Job,295,MA,397,160,No,No,0.29,7535,753
11111,11111,50,149749,0.05,0.01,4251041597,5169,Yes,Master or equivalent,Male,Yes,Single,98,2,5,9,Non-technology Related Job,295,MA,397,160,No,No,0.29,6636,663
11112,11112,12,10649,0.03,0.02,4251079912,5170,Yes,Master or equivalent,Female,Yes,Single,36,3,2,28,Non-technology Related Job,467,MI,94,175,No,No,0.75,4209,701
11113,11113,12,10649,0.03,0.02,4251079912,5170,Yes,Master or equivalent,Female,Yes,Single,36,3,2,28,Non-technology Related Job,467,MI,94,175,No,No,0.75,4287,612
11114,11114,28,8678,0.05,0.03,4251056873,5171,Yes,High School or below,Male,Yes,Married,44,2,0,68,Non-technology Related Job,327,RI,97,35,No,No,0.96,4853,693
11115,11115,28,8678,0.05,0.03,4251056873,5171,Yes,High School or below,Male,Yes,Married,44,2,0,68,Non-technology Related Job,327,RI,97,35,No,No,0.96,2542,847
11116,11116,28,8678,0.05,0.03,4251056873,5171,Yes,High School or below,Male,Yes,Married,44,2,0,68,Non-technology Related Job,327,RI,97,35,No,No,0.96,649,649
11117,11117,59,119578,0.03,0.0,4251035873,5172,Yes,High School or below,Female,Yes,Married,101,3,5,87,Non-technology Related Job,0,SD,294,50,No,No,0.41,2607,521
11118,11118,59,119578,0.03,0.0,4251035873,5172,Yes,High School or below,Female,Yes,Married,101,3,5,87,Non-technology Related Job,0,SD,294,50,No,No,0.41,4168,694
11119,11119,75,117607,0.05,0.01,4251054148,5173,Yes,High School or below,Female,Yes,Single,109,2,3,27,Non-technology Related Job,360,DE,298,160,No,No,0.62,1132,283
11120,11120,75,117607,0.05,0.01,4251054148,5173,Yes,High School or below,Female,Yes,Single,109,2,3,27,Non-technology Related Job,360,DE,298,160,No,No,0.62,3236,809
11121,11121,37,228508,0.04,0.02,4251076935,5174,Yes,High School or below,Male,No,Married,47,3,0,46,Non-technology Related Job,32,GA,495,175,No,No,0.08,3997,666
11122,11122,37,228508,0.04,0.02,4251076935,5174,Yes,High School or below,Male,No,Married,47,3,0,46,Non-technology Related Job,32,GA,495,175,No,No,0.08,3113,1037
11123,11123,53,226537,0.06,0.03,4251083000,5175,Yes,Bachelor or equivalent,Male,No,Single,54,1,6,86,Non-technology Related Job,392,NE,498,35,No,No,0.29,6287,898
11124,11124,53,226537,0.06,0.03,4251083000,5175,Yes,Bachelor or equivalent,Male,No,Single,54,1,6,86,Non-technology Related Job,392,NE,498,35,No,No,0.29,3786,757
11125,11125,15,87437,0.04,0.0,4251088478,5176,Yes,Bachelor or equivalent,Female,Yes,Single,112,3,3,5,Non-technology Related Job,65,NH,195,50,No,No,0.75,3737,622
11126,11126,15,87437,0.04,0.0,4251088478,5176,Yes,Bachelor or equivalent,Female,Yes,Single,112,3,3,5,Non-technology Related Job,65,NH,195,50,No,No,0.75,2830,707
11127,11127,31,85466,0.06,0.01,4251053547,5177,Yes,Bachelor or equivalent,Male,Yes,Married,0,1,1,45,Non-technology Related Job,425,VT,198,160,No,No,0.96,6330,904
11128,11128,31,85466,0.06,0.01,4251053547,5177,Yes,Bachelor or equivalent,Male,Yes,Married,0,1,1,45,Non-technology Related Job,425,VT,198,160,No,No,0.96,4171,695
11129,11129,31,85466,0.06,0.01,4251053547,5177,Yes,Bachelor or equivalent,Male,Yes,Married,0,1,1,45,Non-technology Related Job,425,VT,198,160,No,No,0.96,1202,1202
11130,11130,61,196366,0.04,0.02,4251046504,5178,Yes,Master or equivalent,Female,Yes,Married,58,2,6,64,Non-technology Related Job,97,WA,395,175,No,Yes,0.41,3963,990
11131,11131,61,196366,0.04,0.02,4251046504,5178,Yes,Master or equivalent,Female,Yes,Married,58,2,6,64,Non-technology Related Job,97,WA,395,175,No,Yes,0.41,5732,716
11132,11132,77,194395,0.06,0.03,4251035999,5179,Yes,PhD or equivalent,Female,Yes,Married,65,1,4,4,Non-technology Related Job,457,IN,399,35,No,No,0.62,4429,738
11133,11133,77,194395,0.06,0.03,4251035999,5179,Yes,PhD or equivalent,Female,Yes,Married,65,1,4,4,Non-technology Related Job,457,IN,399,35,No,No,0.62,3631,907
11134,11134,40,55296,0.04,0.0,4251069132,5180,Yes,High School or below,Male,No,Married,3,2,2,23,Non-technology Related Job,130,KS,96,50,No,No,0.08,1812,906
11135,11135,40,55296,0.04,0.0,4251069132,5180,Yes,High School or below,Male,No,Married,3,2,2,23,Non-technology Related Job,130,KS,96,50,No,No,0.08,6111,873
11136,11136,56,53325,0.06,0.01,4251096654,5181,Yes,High School or below,Male,Yes,Single,10,0,7,63,Non-technology Related Job,490,NC,99,160,No,No,0.29,6441,920
11137,11137,56,53325,0.06,0.01,4251096654,5181,Yes,High School or below,Male,Yes,Single,10,0,7,63,Non-technology Related Job,490,NC,99,160,No,No,0.29,2783,927
11138,11138,18,164225,0.05,0.02,4251015709,5182,Yes,High School or below,Female,Yes,Single,68,2,5,81,Non-technology Related Job,162,OH,296,175,No,No,0.75,2749,916
11139,11139,18,164225,0.05,0.02,4251015709,5182,Yes,High School or below,Female,Yes,Single,68,2,5,81,Non-technology Related Job,162,OH,296,175,No,No,0.75,2584,861
11140,11140,18,164225,0.05,0.02,4251015709,5182,Yes,High School or below,Female,Yes,Single,68,2,5,81,Non-technology Related Job,162,OH,296,175,No,No,0.75,317,317
11141,11141,34,162254,0.07,0.03,4251057871,5183,Yes,High School or below,Male,Yes,Married,76,0,2,22,Non-technology Related Job,22,AL,299,35,Yes,No,0.96,2252,563
11142,11142,34,162254,0.07,0.03,4251057871,5183,Yes,High School or below,Male,Yes,Married,76,0,2,22,Non-technology Related Job,22,AL,299,35,Yes,No,0.96,5727,715
11143,11143,34,162254,0.07,0.03,4251057871,5183,Yes,High School or below,Male,Yes,Married,76,0,2,22,Non-technology Related Job,22,AL,299,35,Yes,No,0.96,14,14
11144,11144,64,23154,0.05,0.0,4251080335,5184,Yes,Bachelor or equivalent,Female,Yes,Single,14,1,0,40,Others,195,AZ,496,50,No,No,0.42,6138,558
11145,11145,64,23154,0.05,0.0,4251080335,5184,Yes,Bachelor or equivalent,Female,Yes,Single,14,1,0,40,Others,195,AZ,496,50,No,No,0.42,3051,610
11146,11146,12,21183,0.07,0.01,4251008310,5185,Yes,Bachelor or equivalent,Female,Yes,Married,21,0,5,81,Non-technology Related Job,55,MD,0,160,No,Yes,0.63,3944,657
11147,11147,12,21183,0.07,0.01,4251008310,5185,Yes,Bachelor or equivalent,Female,Yes,Married,21,0,5,81,Non-technology Related Job,55,MD,0,160,No,Yes,0.63,4569,761
11148,11148,43,132084,0.05,0.02,4251043818,5186,Yes,Bachelor or equivalent,Male,Yes,Married,79,1,3,99,Others,227,MI,197,175,No,No,0.08,6552,655
11149,11149,43,132084,0.05,0.02,4251043818,5186,Yes,Bachelor or equivalent,Male,Yes,Married,79,1,3,99,Others,227,MI,197,175,No,No,0.08,1268,317
11150,11150,58,130113,0.07,0.03,4251084111,5187,Yes,Master or equivalent,Female,Yes,Single,87,0,0,40,Non-technology Related Job,88,RI,200,35,No,No,0.29,6083,869
11151,11151,58,130113,0.07,0.03,4251084111,5187,Yes,Master or equivalent,Female,Yes,Single,87,0,0,40,Non-technology Related Job,88,RI,200,35,No,No,0.29,1461,730
11152,11152,21,241013,0.05,0.0,4251090223,5188,Yes,PhD or equivalent,Female,Yes,Single,25,1,6,58,Others,260,SD,397,50,No,No,0.75,4210,701
11153,11153,21,241013,0.05,0.0,4251090223,5188,Yes,PhD or equivalent,Female,Yes,Single,25,1,6,58,Others,260,SD,397,50,No,No,0.75,2074,691
11154,11154,37,239042,0.07,0.01,4251042599,5189,Yes,High School or below,Male,No,Single,32,3,3,99,Non-technology Related Job,120,CT,400,160,No,No,0.96,1967,655
11155,11155,37,239042,0.07,0.01,4251042599,5189,Yes,High School or below,Male,No,Single,32,3,3,99,Non-technology Related Job,120,CT,400,160,No,No,0.96,5902,655
11156,11156,67,99943,0.06,0.02,4251021440,5190,Yes,High School or below,Female,Yes,Single,90,1,1,17,Others,293,FL,97,175,No,No,0.42,2430,607
11157,11157,67,99943,0.06,0.02,4251021440,5190,Yes,High School or below,Female,Yes,Single,90,1,1,17,Others,293,FL,97,175,No,No,0.42,6230,692
11158,11158,15,97972,0.0,0.03,4251092024,5191,Yes,High School or below,Female,Yes,Married,97,3,6,58,Non-technology Related Job,153,MT,101,35,No,No,0.63,4375,875
11159,11159,15,97972,0.0,0.03,4251092024,5191,Yes,High School or below,Female,Yes,Married,97,3,6,58,Non-technology Related Job,153,MT,101,35,No,No,0.63,3370,842
11160,11160,45,208872,0.06,0.0,4251084231,5192,Yes,High School or below,Male,Yes,Married,35,0,4,76,Others,325,NV,297,50,No,No,0.08,2865,573
11161,11161,45,208872,0.06,0.0,4251084231,5192,Yes,High School or below,Male,Yes,Married,35,0,4,76,Others,325,NV,297,50,No,No,0.08,2452,613
11162,11162,61,206901,0.0,0.01,4251058987,5193,Yes,Bachelor or equivalent,Female,Yes,Single,43,3,1,17,Non-technology Related Job,185,VT,301,160,No,No,0.29,1413,706
11163,11163,61,206901,0.0,0.01,4251058987,5193,Yes,Bachelor or equivalent,Female,Yes,Single,43,3,1,17,Non-technology Related Job,185,VT,301,160,No,No,0.29,3667,916
11164,11164,24,67801,0.06,0.02,4251061287,5194,Yes,Bachelor or equivalent,Male,No,Single,101,0,7,35,Others,358,WA,498,175,No,No,0.75,2850,475
11165,11165,24,67801,0.06,0.02,4251061287,5194,Yes,Bachelor or equivalent,Male,No,Single,101,0,7,35,Others,358,WA,498,175,No,No,0.75,1626,542
11166,11166,39,65830,0.0,0.03,4251081660,5195,Yes,Master or equivalent,Male,Yes,Single,108,3,4,76,Non-technology Related Job,218,IL,1,35,No,No,0.96,4117,823
11167,11167,39,65830,0.0,0.03,4251081660,5195,Yes,Master or equivalent,Male,Yes,Single,108,3,4,76,Non-technology Related Job,218,IL,1,35,No,No,0.96,3156,526
11168,11168,70,176731,0.06,0.0,4251042755,5196,Yes,Master or equivalent,Female,Yes,Single,46,0,2,94,Others,390,IA,198,50,No,No,0.42,5906,984
11169,11169,70,176731,0.06,0.0,4251042755,5196,Yes,Master or equivalent,Female,Yes,Single,46,0,2,94,Others,390,IA,198,50,No,No,0.42,6694,836
11170,11170,18,174760,0.0,0.01,4251100348,5197,Yes,High School or below,Female,Yes,Married,54,2,0,34,Non-technology Related Job,250,NY,201,160,No,No,0.63,6133,681
11171,11171,18,174760,0.0,0.01,4251100348,5197,Yes,High School or below,Female,Yes,Married,54,2,0,34,Non-technology Related Job,250,NY,201,160,No,No,0.63,2012,402
11172,11172,48,35660,0.07,0.02,4251018997,5198,Yes,High School or below,Male,Yes,Married,111,0,5,53,Others,423,ND,398,175,No,No,0.08,4797,959
11173,11173,48,35660,0.07,0.02,4251018997,5198,Yes,High School or below,Male,Yes,Married,111,0,5,53,Others,423,ND,398,175,No,No,0.08,2652,1326
11174,11174,64,33689,0.01,0.03,4251050020,5199,Yes,High School or below,Female,Yes,Single,119,2,3,93,Non-technology Related Job,283,AL,402,35,No,No,0.3,5926,987
11175,11175,64,33689,0.01,0.03,4251050020,5199,Yes,High School or below,Female,Yes,Single,119,2,3,93,Non-technology Related Job,283,AL,402,35,No,No,0.3,4580,763
11176,11176,64,33689,0.01,0.03,4251050020,5199,Yes,High School or below,Female,Yes,Single,119,2,3,93,Non-technology Related Job,283,AL,402,35,No,No,0.3,992,992
11177,11177,26,144589,0.07,0.0,4251013113,5200,Yes,High School or below,Male,Yes,Married,57,3,0,12,Others,455,AZ,99,50,Yes,Yes,0.75,2601,867
11178,11178,26,144589,0.07,0.0,4251013113,5200,Yes,High School or below,Male,Yes,Married,57,3,0,12,Others,455,AZ,99,50,Yes,Yes,0.75,4755,951
11179,11179,42,142618,0.01,0.01,4251077819,5201,Yes,Bachelor or equivalent,Male,Yes,Single,64,2,6,52,Non-technology Related Job,315,ME,102,160,No,No,0.96,2213,737
11180,11180,42,142618,0.01,0.01,4251077819,5201,Yes,Bachelor or equivalent,Male,Yes,Single,64,2,6,52,Non-technology Related Job,315,ME,102,160,No,No,0.96,4396,732
11181,11181,73,3519,0.07,0.02,4251021907,5202,Yes,Bachelor or equivalent,Female,Yes,Single,2,3,3,71,Others,488,MA,299,175,No,No,0.42,4690,938
11182,11182,73,3519,0.07,0.02,4251021907,5202,Yes,Bachelor or equivalent,Female,Yes,Single,2,3,3,71,Others,488,MA,299,175,No,No,0.42,3952,790
11183,11183,21,1548,0.01,0.03,4251086178,5203,Yes,Master or equivalent,Female,No,Married,10,1,1,11,Non-technology Related Job,348,PA,302,35,No,No,0.63,2246,1123
11184,11184,21,1548,0.01,0.03,4251086178,5203,Yes,Master or equivalent,Female,No,Married,10,1,1,11,Non-technology Related Job,348,PA,302,35,No,No,0.63,3818,763
11185,11185,51,112448,0.07,0.0,4251096099,5204,Yes,Master or equivalent,Male,Yes,Married,68,3,6,30,Others,20,SC,499,50,No,No,0.09,5083,1016
11186,11186,51,112448,0.07,0.0,4251096099,5204,Yes,Master or equivalent,Male,Yes,Married,68,3,6,30,Others,20,SC,499,50,No,No,0.09,1580,790
11187,11187,67,110477,0.01,0.01,4251022459,5205,Yes,High School or below,Female,Yes,Married,75,1,4,70,Non-technology Related Job,381,CT,3,160,No,No,0.3,2213,442
11188,11188,67,110477,0.01,0.01,4251022459,5205,Yes,High School or below,Female,Yes,Married,75,1,4,70,Non-technology Related Job,381,CT,3,160,No,No,0.3,1155,577
11189,11189,29,221378,0.0,0.01,4251013720,5206,Yes,High School or below,Male,Yes,Married,13,2,1,89,Others,53,FL,200,175,No,No,0.75,3537,707
11190,11190,29,221378,0.0,0.01,4251013720,5206,Yes,High School or below,Male,Yes,Married,13,2,1,89,Others,53,FL,200,175,No,No,0.75,4049,674
11191,11191,45,219407,0.02,0.03,4251023812,5207,Yes,High School or below,Male,Yes,Single,21,1,7,29,Non-technology Related Job,413,MT,203,34,No,Yes,0.96,10398,649
11192,11192,45,219407,0.02,0.03,4251023812,5207,Yes,High School or below,Male,Yes,Single,21,1,7,29,Non-technology Related Job,413,MT,203,34,No,Yes,0.96,2139,534
11193,11193,75,80307,0.0,0.03,4251086225,5208,Yes,High School or below,Female,No,Single,78,2,5,48,Others,86,NE,400,49,No,No,0.42,3928,785
11194,11194,75,80307,0.0,0.03,4251086225,5208,Yes,High School or below,Female,No,Single,78,2,5,48,Others,86,NE,400,49,No,No,0.42,3780,472
11195,11195,23,78336,0.02,0.01,4251053870,5209,No,Bachelor or equivalent,Female,Yes,Married,86,1,2,88,Non-technology Related Job,446,UT,403,159,No,No,0.63,5449,681
11196,11196,23,78336,0.02,0.01,4251053870,5209,No,Bachelor or equivalent,Female,Yes,Married,86,1,2,88,Non-technology Related Job,446,UT,403,159,No,No,0.63,4393,1098
11197,11197,54,189236,0.0,0.01,4251084659,5210,Yes,Bachelor or equivalent,Male,Yes,Single,24,2,0,7,Others,118,VA,100,174,No,No,0.09,4552,1138
11198,11198,54,189236,0.0,0.01,4251084659,5210,Yes,Bachelor or equivalent,Male,Yes,Single,24,2,0,7,Others,118,VA,100,174,No,No,0.09,2260,753
11199,11199,70,187265,0.02,0.03,4251048066,5211,Yes,Bachelor or equivalent,Female,Yes,Married,31,0,5,47,Non-technology Related Job,478,IL,104,34,No,No,0.3,2269,453
11200,11200,70,187265,0.02,0.03,4251048066,5211,Yes,Bachelor or equivalent,Female,Yes,Married,31,0,5,47,Non-technology Related Job,478,IL,104,34,No,No,0.3,3428,571
11201,11201,70,187265,0.02,0.03,4251048066,5211,Yes,Bachelor or equivalent,Female,Yes,Married,31,0,5,47,Non-technology Related Job,478,IL,104,34,No,No,0.3,132,132
11202,11202,32,48166,0.0,0.03,4251089360,5212,Yes,Master or equivalent,Male,Yes,Married,89,2,3,65,Others,151,IA,301,49,No,No,0.75,4670,934
11203,11203,32,48166,0.0,0.03,4251089360,5212,Yes,Master or equivalent,Male,Yes,Married,89,2,3,65,Others,151,IA,301,49,No,No,0.75,2913,728
11204,11204,48,46195,0.02,0.01,4251022963,5213,Yes,High School or below,Male,Yes,Single,97,0,0,6,Non-technology Related Job,11,NY,304,159,No,No,0.97,1568,392
11205,11205,48,46195,0.02,0.01,4251022963,5213,Yes,High School or below,Male,Yes,Single,97,0,0,6,Non-technology Related Job,11,NY,304,159,No,No,0.97,2122,530
11206,11206,78,157095,0.01,0.01,4251014956,5214,Yes,High School or below,Female,Yes,Single,35,1,6,24,Others,183,NC,1,174,No,No,0.42,6552,936
11207,11207,78,157095,0.01,0.01,4251014956,5214,Yes,High School or below,Female,Yes,Single,35,1,6,24,Others,183,NC,1,174,No,No,0.42,5684,710
11208,11208,26,155124,0.03,0.03,4251056068,5215,Yes,High School or below,Female,Yes,Single,42,0,3,65,Non-technology Related Job,43,WY,4,34,No,No,0.63,4662,932
11209,11209,26,155124,0.03,0.03,4251056068,5215,Yes,High School or below,Female,Yes,Single,42,0,3,65,Non-technology Related Job,43,WY,4,34,No,No,0.63,813,406
11210,11210,26,155124,0.03,0.03,4251056068,5215,Yes,High School or below,Female,Yes,Single,42,0,3,65,Non-technology Related Job,43,WY,4,34,No,No,0.63,78,78
11211,11211,56,16024,0.01,0.03,4251088537,5216,Yes,High School or below,Male,Yes,Single,100,1,1,83,Others,216,AK,201,49,No,No,0.09,3846,549
11212,11212,56,16024,0.01,0.03,4251088537,5216,Yes,High School or below,Male,Yes,Single,100,1,1,83,Others,216,AK,201,49,No,No,0.09,1653,413
11213,11213,56,16024,0.01,0.03,4251088537,5216,Yes,High School or below,Male,Yes,Single,100,1,1,83,Others,216,AK,201,49,No,No,0.09,1011,1011
11214,11214,72,14053,0.03,0.01,4251046282,5217,Yes,High School or below,Female,No,Married,107,0,6,24,Non-technology Related Job,76,ME,205,159,No,No,0.3,957,319
11215,11215,72,14053,0.03,0.01,4251046282,5217,Yes,High School or below,Female,No,Married,107,0,6,24,Non-technology Related Job,76,ME,205,159,No,No,0.3,7642,694
11216,11216,35,124954,0.01,0.01,4251099844,5218,Yes,Bachelor or equivalent,Male,Yes,Married,45,1,4,42,Others,248,MA,401,174,No,No,0.76,1088,272
11217,11217,35,124954,0.01,0.01,4251099844,5218,Yes,Bachelor or equivalent,Male,Yes,Married,45,1,4,42,Others,248,MA,401,174,No,No,0.76,1546,515
11218,11218,51,122983,0.03,0.03,4251018159,5219,Yes,Bachelor or equivalent,Male,Yes,Single,53,3,1,83,Non-technology Related Job,108,PA,405,34,No,No,0.97,2410,602
11219,11219,51,122983,0.03,0.03,4251018159,5219,Yes,Bachelor or equivalent,Male,Yes,Single,53,3,1,83,Non-technology Related Job,108,PA,405,34,No,No,0.97,899,899
11220,11220,13,233883,0.01,0.03,4251097538,5220,Yes,Bachelor or equivalent,Female,Yes,Married,111,1,7,1,Others,281,RI,102,49,No,No,0.42,4403,733
11221,11221,13,233883,0.01,0.03,4251097538,5220,Yes,Bachelor or equivalent,Female,Yes,Married,111,1,7,1,Others,281,RI,102,49,No,No,0.42,3438,859
11222,11222,29,231912,0.03,0.01,4251084965,5221,Yes,PhD or equivalent,Male,Yes,Single,118,3,4,42,Non-technology Related Job,141,CO,105,159,No,No,0.63,4638,773
11223,11223,29,231912,0.03,0.01,4251084965,5221,Yes,PhD or equivalent,Male,Yes,Single,118,3,4,42,Non-technology Related Job,141,CO,105,159,No,No,0.63,10793,830
11224,11224,59,92812,0.02,0.01,4251019812,5222,Yes,High School or below,Female,No,Single,56,0,2,60,Others,313,DE,302,174,Yes,Yes,0.09,5290,529
11225,11225,59,92812,0.02,0.01,4251019812,5222,Yes,High School or below,Female,No,Single,56,0,2,60,Others,313,DE,302,174,Yes,Yes,0.09,2934,733
11226,11226,59,92812,0.02,0.01,4251019812,5222,Yes,High School or below,Female,No,Single,56,0,2,60,Others,313,DE,302,174,Yes,Yes,0.09,570,570
11227,11227,75,90841,0.04,0.03,4251084276,5223,Yes,High School or below,Female,No,Married,64,3,7,1,Non-technology Related Job,174,MO,305,34,No,No,0.3,7710,856
